,Income,KidHome,Recency,AmtFruits,AmtMeats,AmtFish,AmtSweets,AmtGold,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDiscPurchases,FirstCampaign,SecondCampaign,Age_Elderly,Age_MiddleAge,Age_Young,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,MaritalStatus_Absurd,MaritalStatus_Alone,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Together,MaritalStatus_Widow,MaritalStatus_YOLO
80,41638.0,1,68,0,31,4,0,91,5,5,3,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
81,55357.0,2,66,64,116,84,25,64,6,2,11,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
82,61331.0,2,42,5,47,0,5,41,11,1,6,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
83,75012.0,0,41,142,218,164,58,151,3,8,11,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
84,54880.0,1,57,85,137,102,45,118,6,2,11,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
85,42315.0,1,90,15,80,17,11,80,1,4,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
86,9255.0,1,91,0,7,2,0,4,1,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
87,35340.0,2,1,0,12,0,1,5,2,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
88,69508.0,1,48,32,162,42,32,43,11,4,11,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
89,51012.0,0,86,9,63,2,9,24,4,1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
90,7500.0,1,96,11,5,4,6,9,2,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
91,79930.0,0,72,86,740,67,51,17,3,5,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
92,65275.0,0,9,14,218,91,14,21,4,3,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
93,83512.0,0,31,61,835,80,20,101,4,7,10,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
94,84219.0,0,27,137,400,45,137,45,3,4,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
95,48432.0,1,3,3,50,4,3,42,7,1,6,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
96,30015.0,1,28,0,22,2,3,5,1,0,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
97,96876.0,0,79,43,735,40,194,21,7,7,9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
98,20559.0,1,88,1,29,3,0,7,2,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
99,34421.0,1,81,3,7,6,2,9,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
100,54006.0,1,42,77,203,6,24,97,8,1,7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
101,37155.0,1,51,0,26,7,15,3,2,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
102,22634.0,0,47,23,11,8,6,46,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
103,65819.0,0,99,38,701,149,165,63,5,4,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
104,57333.0,1,55,14,397,76,58,176,8,5,9,11,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
105,81361.0,0,18,23,424,27,65,76,3,10,13,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
106,46107.0,1,78,9,27,16,9,33,1,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
107,62820.0,0,51,61,265,138,61,53,3,4,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108,62335.0,1,87,131,217,85,6,26,3,3,13,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
109,56937.0,1,81,8,125,11,8,8,8,6,9,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
110,90273.0,0,32,129,853,120,74,111,5,6,7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
111,42523.0,0,96,36,11,3,26,35,1,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
112,26907.0,2,10,1,7,0,3,2,1,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
113,78579.0,0,35,66,549,216,66,99,5,6,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
114,66033.0,1,76,35,179,46,59,65,8,3,7,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
115,25930.0,2,87,1,2,2,0,4,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
116,41769.0,1,31,29,131,32,0,27,8,1,7,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
117,53593.0,2,60,4,78,6,0,43,7,2,6,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
118,30507.0,0,29,36,74,38,20,110,5,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
119,69389.0,1,17,7,238,69,46,15,7,2,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
120,18890.0,0,5,4,1,7,2,15,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
121,32871.0,2,28,2,12,0,2,5,1,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
122,57183.0,2,51,5,64,7,0,70,9,1,7,8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
123,57304.0,1,61,80,329,138,17,106,7,6,10,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
124,52074.0,1,77,0,12,0,0,48,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
125,16005.0,1,69,3,2,20,30,47,2,1,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
126,33996.0,0,46,2,15,8,0,6,1,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
127,52034.0,2,67,0,93,7,13,73,4,2,5,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
128,37633.0,2,49,4,20,0,0,1,1,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
129,36807.0,2,88,2,5,0,0,5,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
130,74918.0,0,78,59,913,25,19,59,5,9,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
131,73691.0,1,58,21,250,85,43,73,6,2,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
132,47682.0,1,80,61,83,97,57,61,4,3,8,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
133,51537.0,1,27,20,204,0,0,92,2,2,11,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
134,50353.0,0,72,15,153,67,31,35,4,4,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
135,67911.0,1,63,0,356,63,28,0,6,7,11,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
136,28427.0,1,67,3,19,3,3,6,2,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
137,80360.0,0,56,86,454,112,43,43,4,4,5,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
138,42395.0,2,35,13,57,24,15,25,3,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
139,42162.0,1,31,7,59,2,4,27,3,1,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
140,60554.0,1,8,7,76,110,15,15,8,4,9,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
141,75774.0,1,27,21,134,258,14,56,7,5,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
142,54178.0,1,79,9,39,4,0,7,2,2,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
143,42835.0,2,64,4,93,12,9,98,6,6,4,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
144,20895.0,1,24,3,17,3,0,4,2,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
145,60161.0,1,17,44,212,46,8,177,11,4,8,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
146,23442.0,1,71,0,6,8,6,5,1,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
147,44512.0,2,57,1,6,0,0,2,1,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
148,40521.0,2,82,0,5,0,0,4,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
149,44602.0,2,35,2,89,0,0,34,6,1,4,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
150,74190.0,1,49,81,86,168,91,64,4,2,11,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
151,63285.0,0,84,124,249,50,38,134,6,5,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
152,92859.0,0,46,61,921,52,61,20,5,4,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
153,74004.0,0,5,48,560,42,176,48,4,6,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
154,65814.0,1,90,14,113,10,14,35,8,2,10,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
155,38452.0,2,62,0,14,0,0,2,3,0,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
156,54809.0,2,0,6,57,13,13,22,2,1,5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
157,45503.0,1,54,4,44,6,1,18,3,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
158,64722.0,1,47,0,280,60,147,15,8,2,11,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
159,56129.0,1,65,48,133,39,72,48,6,2,10,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
160,70566.0,1,4,28,215,84,28,21,6,5,9,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
161,57136.0,2,48,5,109,21,109,92,5,2,10,9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
162,44794.0,1,99,0,7,0,0,4,2,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
163,62845.0,2,3,0,45,0,0,34,3,4,10,11,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
164,49681.0,2,66,0,26,0,0,21,7,1,7,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
165,22634.0,0,47,23,11,8,6,46,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
166,29298.0,2,60,0,2,2,0,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
167,61467.0,2,69,16,114,0,5,49,5,2,10,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
168,23477.0,1,39,15,54,3,8,29,3,0,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
169,62994.0,1,74,12,48,4,12,12,6,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
170,21846.0,1,38,17,18,6,10,26,4,0,3,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
171,46149.0,1,36,6,71,4,0,27,5,1,7,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
172,41644.0,2,67,3,4,2,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
173,31086.0,2,79,2,11,3,0,16,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
174,37717.0,1,31,0,6,4,1,5,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
175,40211.0,2,30,1,7,2,1,25,2,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
176,57100.0,1,9,11,99,15,11,17,3,2,7,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
177,39660.0,1,36,13,78,20,13,36,7,1,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
178,56181.0,1,6,103,69,8,44,48,4,2,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
179,36317.0,1,53,3,25,3,2,13,3,0,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
180,26490.0,0,92,47,52,21,20,25,3,1,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
181,10245.0,1,32,7,7,6,4,13,1,2,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
182,22123.0,0,77,3,24,34,7,31,2,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
183,47175.0,2,81,2,44,6,2,19,4,2,4,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
184,74716.0,1,92,27,421,13,195,71,7,3,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
185,55635.0,1,34,65,164,50,49,27,7,3,7,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
186,44529.0,1,98,13,91,17,6,26,6,2,11,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
187,46049.0,2,11,9,112,19,14,19,5,2,9,10,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
188,41335.0,1,24,19,21,16,14,5,4,1,4,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
189,54252.0,2,25,4,26,8,4,44,4,1,5,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
190,47320.0,1,10,19,111,50,15,19,5,1,8,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
191,33249.0,1,11,10,21,19,14,42,2,1,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
192,40059.0,1,82,29,92,28,10,145,6,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
193,81168.0,0,84,0,592,147,22,22,6,4,7,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
194,86037.0,0,95,44,125,29,20,22,6,7,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
195,74881.0,2,48,72,270,36,27,54,9,2,12,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
196,44953.0,0,31,17,133,11,8,124,7,3,13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
197,46931.0,3,94,0,17,3,1,16,1,1,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
198,61823.0,1,26,7,134,37,14,169,8,2,10,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
199,34554.0,1,43,1,6,2,0,5,2,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
200,79593.0,0,70,60,568,110,133,145,5,6,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
201,64413.0,1,27,5,44,0,10,20,5,1,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
202,40637.0,2,72,0,13,0,0,3,1,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
203,85710.0,0,5,20,350,29,30,33,6,9,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
204,48432.0,1,3,3,50,4,3,42,7,1,6,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
205,58398.0,0,44,5,201,21,21,49,5,4,8,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
206,52117.0,1,55,10,107,30,0,20,5,2,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
