item_name,item_id,item_category_id
,237,45
,238,45
,239,44
,240,44
,241,44
,242,44
,243,45
,244,45
,245,44
,246,45
,247,45
,248,45
,249,45
,250,44
,251,44
,252,45
,253,45
,254,44
,255,44
,256,44
,257,45
,258,45
,259,45
,260,44
,261,44
,262,44
,263,45
,264,45
,265,45
,266,44
,267,45
,268,44
,269,45
,270,45
,271,44
,272,45
,273,45
,274,44
,275,44
,276,45
,277,45
,278,45
,279,44
,280,45
,281,45
,282,45
,283,45
,284,45
,285,45
,286,44
,287,44
,288,44
,289,44
,290,45
,291,44
,292,45
,293,45
,294,45
,295,45
,296,44
,297,45
,298,45
,299,44
,300,44
,301,44
,302,45
,303,45
,304,44
,305,44
,306,45
,307,44
,308,45
,309,44
,310,45
,311,45
,312,45
,313,45
,314,45
,315,45
,316,45
,317,45
,318,45
,319,45
,320,45
,321,45
,322,45
,323,44
,324,45
,325,45
,326,45
,327,44
,328,45
,329,45
,330,44
,331,45
,332,44
,333,45
,334,44
,335,45
,336,44
,337,44
,338,44
,339,44
,340,44
,341,44
,342,44
,343,44
,344,44
,345,44
,346,44
,347,44
,348,44
,349,44
,350,44
,351,45
,352,44
,353,45
,354,45
,355,44
,356,45
,357,45
,358,44
,359,44
,360,44
,361,44
,362,44
,363,45
,364,44
,365,45
,366,45
,367,45
,368,45
,369,45
,370,45
,371,45
,372,45
,373,45
,374,44
,375,45
,376,45
,377,45
,378,45
,379,44
,380,45
,381,44
,382,45
,383,44
,384,45
,385,45
,386,45
,387,45
,388,45
,389,45
,390,45
,391,45
,392,45
,393,45
,394,44
,395,44
,396,44
,397,45
,398,45
,399,45
,400,44
,401,45
,402,44
,403,44
,404,44
,405,45
,406,45
,407,45
,408,45
,409,45
,410,45
,411,45
,412,44
,413,45
,414,45
,415,44
,416,44
,417,45
,418,45
,419,45
,420,44
,421,45
,422,44
,423,45
,424,45
,425,45
,426,45
,427,45
,428,45
,429,45
,430,45
,431,45
,432,45
,433,45
,434,44
,435,45
,436,45
,437,44
,438,45
,439,45
,440,45
,441,45
,442,45
,443,45
,444,45
,445,45
,446,44
,447,44
,448,45
,449,45
,450,45
,451,45
,452,44
,453,45
,454,45
,455,44
,456,45
,457,45
,458,45
,459,45
,460,45
,461,45
,462,45
,463,44
,464,49
,465,77
,466,77
,467,77
,468,77
,469,77
,470,78
,471,49
,472,49
,473,49
,474,49
,475,73
,476,73
,477,73
,478,73
,479,49
,480,54
,481,49
,482,73
,483,73
,484,73
,485,73
,486,73
,487,77
,488,78
,489,77
,490,78
,491,73
,492,76
,493,54
,494,49
,495,76
,496,73
,497,54
,498,49
,499,30
,500,30
,501,31
,502,31
,503,31
,504,31
,505,31
,506,31
,507,31
,508,31
,509,31
,510,30
,511,31
,512,31
,513,31
,514,31
,515,31
,516,31
,517,31
,518,31
,519,31
,520,31
,521,31
,522,31
,523,78
,524,78
,525,78
,526,78
,527,77
,528,78
,529,77
,530,77
,531,77
,532,77
,533,77
,534,77
,535,73
,536,76
,537,78
,538,78
,539,78
,540,78
,541,77
,542,77
,543,77
,544,77
,545,77
,546,77
,547,77
,548,77
,549,77
,550,77
,551,77
,552,77
,553,77
,554,77
,555,77
,556,77
,557,77
,558,77
,559,77
,560,77
,561,77
,562,77
,563,78
,564,78
,565,77
,566,77
,567,78
,568,78
,569,78
,570,77
,571,77
,572,78
,573,77
,574,78
,575,78
,576,78
,577,78
,578,78
,579,78
,580,77
,581,78
,582,77
,583,78
,584,77
,585,78
,586,77
,587,78
,588,77
,589,78
,590,77
,591,77
,592,78
,593,77
,594,77
,595,77
,596,77
,597,77
,598,78
,599,77
,600,78
,601,77
,602,78
,603,77
,604,77
,605,77
,606,77
,607,77
,608,77
,609,77
,610,77
,611,78
,612,78
,613,77
,614,77
,615,77
,616,78
,617,77
,618,78
,619,78
,620,78
,621,77
,622,78
,623,78
,624,78
,625,77
,626,77
,627,78
,628,77
,629,78
,630,78
,631,77
,632,78
,633,78
,634,77
,635,77
,636,77
,637,77
,638,77
,639,77
,640,77
,641,78
,642,77
,643,78
,644,78
,645,77
,646,77
,647,77
,648,77
,649,78
,650,78
,651,77
,652,78
,653,78
,654,77
,655,78
,656,78
,657,77
,658,78
,659,77
,660,77
,661,78
,662,77
,663,78
,664,78
,665,77
,666,78
,667,78
,668,77
,669,78
,670,78
,671,78
,672,78
,673,78
,674,77
,675,78
,676,78
,677,77
,678,78
,679,78
,680,78
,681,78
,682,78
,683,77
,684,78
,685,77
,686,73
,687,73
,688,78
,689,78
,690,77
,691,78
,692,78
,693,78
,694,78
,695,77
,696,77
,697,77
,698,78
,699,77
,700,77
,701,77
,702,77
,703,77
,704,78
,705,77
,706,77
,707,78
,708,77
,709,78
,710,77
,711,78
,712,77
,713,78
,714,78
,715,77
,716,77
,717,77
,718,78
,719,77
,720,77
,721,78
,722,78
,723,78
,724,78
,725,78
,726,78
,727,78
,728,78
,729,77
,730,77
,731,78
,732,77
,733,78
,734,77
,735,78
,736,77
,737,77
,738,77
,739,77
,740,77
,741,77
,742,78
,743,78
,744,77
,745,78
,746,77
,747,77
,748,78
,749,77
,750,77
,751,78
,752,78
,753,78
,754,78
,755,78
,756,78
,757,78
,758,77
,759,77
,760,78
,761,77
,762,77
,763,78
,764,78
,765,78
,766,78
,767,78
,768,78
,769,78
,770,78
,771,77
,772,78
,773,78
,774,78
,775,78
,776,78
,777,77
,778,78
,779,78
,780,78
,781,78
,782,78
,783,77
,784,49
,785,49
,786,49
,787,49
,788,49
,789,73
,790,49
,791,73
,792,73
,793,73
,794,73
,795,73
,796,73
,797,54
,798,54
,799,54
,800,54
,801,54
,802,49
,803,54
,804,49
,805,54
,806,49
,807,77
,808,77
,809,78
,810,77
,811,77
,812,77
,813,77
,814,77
,815,78
,816,77
,817,77
,818,77
,819,77
,820,77
,821,78
,822,77
,823,77
,824,77
,825,77
,826,77
,827,78
,828,77
,829,73
,830,75
,831,73
,832,49
,833,54
,834,49
,835,73
,836,73
,837,73
,838,54
,839,73
,840,77
,841,78
,842,76
,843,78
,844,78
,845,78
,846,78
,847,78
,848,78
,849,78
,850,77
,851,78
,852,78
,853,78
,854,77
,855,77
,856,78
,857,77
,858,78
,859,78
,860,77
,861,77
,862,78
,863,78
,864,78
,865,78
,866,77
,867,78
,868,78
,869,78
,870,77
,871,78
,872,77
,873,77
,874,78
,875,77
,876,78
,877,78
,878,77
,879,78
,880,78
,881,77
,882,78
,883,77
,884,77
,885,78
,886,77
,887,77
,888,77
,889,78
,890,78
,891,78
,892,77
,893,77
,894,78
,895,77
,896,78
,897,78
,898,77
,899,78
,900,78
,901,77
,902,77
,903,78
,904,78
,905,77
,906,78
,907,78
,908,78
,909,78
,910,78
,911,78
,912,78
,913,78
,914,78
,915,78
,916,78
,917,78
,918,78
,919,77
,920,77
,921,78
,922,77
,923,77
,924,78
,925,78
,926,76
,927,76
,928,78
,929,77
,930,77
,931,78
,932,78
,933,40
,934,40
,935,37
,936,40
,937,40
,938,40
,939,40
,940,40
,941,40
,942,77
,943,31
,944,37
,945,40
,946,40
,947,40
,948,19
,949,23
,950,19
,951,23
,952,37
,953,40
,954,40
,955,37
,956,37
,957,40
,958,37
,959,40
,960,40
,961,37
,962,40
,963,30
,964,37
,965,37
,966,40
,967,40
,968,40
,969,37
,970,55
,971,55
,972,55
,973,58
,974,56
,975,55
,976,58
,977,40
,978,37
,979,37
,980,41
,981,38
,982,37
,983,40
,984,40
,985,40
,986,40
,987,40
,988,37
,989,67
,990,67
,991,67
,992,67
,993,67
,994,67
,995,67
,996,67
,997,67
,998,67
,999,67
,1000,67
,1001,67
,1002,67
,1003,67
,1004,67
,1005,67
,1006,67
,1007,67
,1008,67
,1009,67
,1010,67
,1011,67
,1012,67
,1013,67
,1014,67
,1015,67
,1016,67
,1017,67
,1018,67
,1019,67
,1020,67
,1021,67
,1022,67
,1023,67
,1024,67
,1025,67
,1026,67
,1027,67
,1028,67
,1029,67
,1030,67
,1031,67
,1032,67
,1033,67
,1034,67
,1035,67
,1036,67
,1037,75
,1038,67
,1039,67
,1040,67
,1041,67
,1042,67
,1043,67
,1044,67
,1045,38
,1046,41
,1047,67
,1048,67
,1049,67
,1050,67
,1051,67
,1052,67
,1053,67
,1054,67
,1055,67
,1056,67
,1057,67
,1058,67
,1059,67
,1060,67
,1061,67
,1062,67
,1063,67
,1064,77
,1065,77
,1066,77
,1067,77
,1068,77
,1069,55
,1070,40
,1071,37
,1072,40
,1073,40
,1074,37
,1075,40
,1076,38
,1077,37
,1078,40
,1079,67
,1080,67
,1081,67
,1082,67
,1083,67
,1084,67
,1085,67
,1086,40
,1087,55
,1088,56
,1089,43
,1090,55
,1091,55
,1092,40
,1093,40
,1094,40
,1095,37
,1096,40
,1097,40
,1098,40
,1099,40
,1100,31
,1101,57
,1102,57
,1103,57
,1104,55
,1105,55
,1106,55
,1107,40
,1108,40
,1109,40
,1110,37
,1111,40
,1112,37
,1113,40
,1114,37
,1115,40
,1116,40
,1117,31
,1118,40
,1119,55
,1120,56
,1121,55
,1122,55
,1123,59
,1124,59
,1125,57
,1126,55
,1127,59
,1128,58
,1129,56
,1130,58
,1131,55
,1132,55
,1133,58
,1134,56
,1135,59
,1136,59
,1137,55
,1138,56
,1139,55
,1140,59
,1141,55
,1142,60
,1143,55
,1144,59
,1145,58
,1146,55
,1147,58
,1148,58
,1149,76
,1150,76
,1151,75
,1152,76
,1153,75
,1154,76
,1155,75
,1156,76
,1157,76
,1158,75
,1159,74
,1160,76
,1161,75
,1162,76
,1163,76
,1164,75
,1165,75
,1166,75
,1167,75
,1168,75
,1169,76
,1170,76
,1171,76
,1172,76
,1173,76
,1174,76
,1175,76
,1176,75
,1177,76
,1178,75
,1179,76
,1180,75
,1181,76
,1182,76
,1183,76
,1184,76
,1185,75
,1186,76
,1187,75
,1188,76
,1189,76
,1190,75
,1191,76
,1192,49
,1193,49
,1194,55
,1195,55
,1196,55
,1197,55
,1198,55
,1199,55
,1200,58
,1201,55
,1202,58
,1203,56
,1204,55
,1205,58
,1206,56
,1207,58
,1208,58
,1209,58
,1210,58
,1211,58
,1212,56
,1213,56
,1214,58
,1215,58
,1216,55
,1217,55
,1218,59
,1219,59
,1220,58
,1221,58
,1222,55
,1223,59
,1224,55
,1225,59
,1226,59
,1227,59
,1228,58
,1229,58
,1230,58
,1231,58
,1232,58
,1233,56
,1234,56
,1235,55
,1236,55
,1237,58
,1238,58
,1239,55
,1240,58
,1241,55
,1242,23
,1243,30
,1244,55
,1245,41
,1246,55
,1247,55
,1248,58
,1249,55
,1250,58
,1251,56
,1252,55
,1253,58
,1254,56
,1255,59
,1256,55
,1257,55
,1258,55
,1259,55
,1260,58
,1261,55
,1262,58
,1263,55
,1264,55
,1265,56
,1266,55
,1267,56
,1268,55
,1269,55
,1270,55
,1271,55
,1272,40
,1273,37
,1274,40
,1275,55
,1276,55
,1277,55
,1278,55
,1279,55
,1280,55
,1281,59
,1282,55
,1283,55
,1284,40
,1285,40
,1286,37
,1287,40
,1288,40
,1289,40
,1290,55
,1291,55
,1292,58
,1293,55
,1294,58
,1295,58
,1296,58
,1297,58
,1298,58
,1299,58
,1300,55
,1301,55
,1302,55
,1303,55
,1304,55
,1305,55
,1306,55
,1307,55
,1308,59
,1309,55
,1310,55
,1311,55
,1312,55
,1313,55
,1314,59
,1315,55
,1316,59
,1317,55
,1318,55
,1319,55
,1320,55
,1321,55
,1322,55
,1323,60
,1324,55
,1325,55
,1326,55
,1327,58
,1328,58
,1329,55
,1330,60
,1331,55
,1332,55
,1333,58
,1334,58
,1335,56
,1336,56
,1337,55
,1338,55
,1339,55
,1340,55
,1341,55
,1342,55
,1343,55
,1344,55
,1345,75
,1346,75
,1347,21
,1348,21
,1349,75
,1350,76
,1351,76
,1352,76
,1353,76
,1354,76
,1355,76
,1356,75
,1357,75
,1358,23
,1359,19
,1360,31
,1361,75
,1362,30
,1363,30
,1364,30
,1365,31
,1366,31
,1367,31
,1368,31
,1369,31
,1370,30
,1371,23
,1372,19
,1373,31
,1374,31
,1375,30
,1376,31
,1377,23
,1378,28
,1379,31
,1380,31
,1381,30
,1382,21
,1383,31
,1384,30
,1385,31
,1386,20
,1387,28
,1388,19
,1389,20
,1390,23
,1391,24
,1392,31
,1393,31
,1394,31
,1395,30
,1396,31
,1397,19
,1398,30
,1399,31
,1400,31
,1401,31
,1402,29
,1403,19
,1404,23
,1405,31
,1406,28
,1407,19
,1408,23
,1409,19
,1410,23
,1411,70
,1412,23
,1413,19
,1414,22
,1415,20
,1416,23
,1417,19
,1418,30
,1419,30
,1420,30
,1421,30
,1422,30
,1423,30
,1424,31
,1425,31
,1426,31
,1427,31
,1428,31
,1429,31
,1430,28
,1431,31
,1432,31
,1433,31
,1434,31
,1435,31
,1436,31
,1437,28
,1438,30
,1439,32
,1440,32
,1441,32
,1442,62
,1443,62
,1444,57
,1445,19
,1446,23
,1447,30
,1448,28
,1449,30
,1450,28
,1451,19
,1452,23
,1453,19
,1454,23
,1455,22
,1456,23
,1457,19
,1458,23
,1459,19
,1460,23
,1461,19
,1462,23
,1463,22
,1464,23
,1465,19
,1466,23
,1467,19
,1468,23
,1469,19
,1470,30
,1471,19
,1472,23
,1473,19
,1474,31
,1475,28
,1476,28
,1477,19
,1478,23
,1479,28
,1480,30
,1481,22
,1482,30
,1483,23
,1484,19
,1485,19
,1486,23
,1487,31
,1488,31
,1489,31
,1490,31
,1491,31
,1492,31
,1493,31
,1494,31
,1495,30
,1496,20
,1497,23
,1498,29
,1499,19
,1500,23
,1501,20
,1502,29
,1503,19
,1504,23
,1505,31
,1506,31
,1507,29
,1508,19
,1509,23
,1510,31
,1511,28
,1512,19
,1513,23
,1514,20
,1515,24
,1516,30
,1517,30
,1518,31
,1519,31
,1520,23
,1521,19
,1522,19
,1523,21
,1524,29
,1525,30
,1526,28
,1527,19
,1528,30
,1529,19
,1530,30
,1531,28
,1532,29
,1533,28
,1534,28
,1535,23
,1536,19
,1537,23
,1538,19
,1539,30
,1540,20
,1541,29
,1542,20
,1543,24
,1544,29
,1545,20
,1546,24
,1547,25
,1548,29
,1549,20
,1550,24
,1551,31
,1552,31
,1553,31
,1554,31
,1555,28
,1556,20
,1557,24
,1558,31
,1559,31
,1560,23
,1561,31
,1562,31
,1563,30
,1564,19
,1565,23
,1566,31
,1567,31
,1568,28
,1569,19
,1570,23
,1571,23
,1572,19
,1573,31
,1574,31
,1575,31
,1576,31
,1577,29
,1578,20
,1579,24
,1580,28
,1581,20
,1582,24
,1583,20
,1584,24
,1585,29
,1586,20
,1587,24
,1588,31
,1589,31
,1590,29
,1591,19
,1592,23
,1593,29
,1594,23
,1595,19
,1596,23
,1597,30
,1598,19
,1599,31
,1600,62
,1601,62
,1602,62
,1603,19
,1604,23
,1605,75
,1606,75
,1607,75
,1608,58
,1609,58
,1610,55
,1611,55
,1612,59
,1613,59
,1614,55
,1615,56
,1616,59
,1617,58
,1618,58
,1619,58
,1620,55
,1621,55
,1622,58
,1623,58
,1624,55
,1625,58
,1626,55
,1627,55
,1628,59
,1629,60
,1630,56
,1631,56
,1632,56
,1633,56
,1634,56
,1635,56
,1636,56
,1637,56
,1638,56
,1639,56
,1640,56
,1641,56
,1642,60
,1643,56
,1644,56
,1645,56
,1646,56
,1647,56
,1648,56
,1649,56
,1650,56
,1651,56
,1652,60
,1653,60
,1654,56
,1655,56
,1656,56
,1657,55
,1658,55
,1659,56
,1660,55
,1661,55
,1662,59
,1663,56
,1664,60
,1665,55
,1666,58
,1667,55
,1668,58
,1669,58
,1670,55
,1671,55
,1672,59
,1673,55
,1674,55
,1675,59
,1676,55
,1677,55
,1678,55
,1679,58
,1680,56
,1681,55
,1682,55
,1683,55
,1684,55
,1685,56
,1686,55
,1687,58
,1688,56
,1689,58
,1690,58
,1691,56
,1692,56
,1693,56
,1694,56
,1695,56
,1696,56
,1697,58
,1698,56
,1699,58
,1700,56
,1701,58
,1702,56
,1703,58
,1704,58
,1705,56
,1706,56
,1707,56
,1708,60
,1709,56
,1710,59
,1711,58
,1712,55
,1713,58
,1714,56
,1715,55
,1716,55
,1717,55
,1718,55
,1719,56
,1720,55
,1721,58
,1722,55
,1723,55
,1724,56
,1725,55
,1726,55
,1727,55
,1728,55
,1729,55
,1730,55
,1731,55
,1732,55
,1733,59
,1734,55
,1735,55
,1736,55
,1737,59
,1738,55
,1739,59
,1740,55
,1741,55
,1742,59
,1743,55
,1744,55
,1745,58
,1746,58
,1747,58
,1748,56
,1749,56
,1750,56
,1751,59
,1752,59
,1753,55
,1754,55
,1755,55
,1756,55
,1757,56
,1758,58
,1759,55
,1760,55
,1761,55
,1762,55
,1763,55
,1764,55
,1765,55
,1766,55
,1767,55
,1768,55
,1769,55
,1770,56
,1771,31
,1772,31
,1773,31
,1774,31
,1775,55
,1776,55
,1777,55
,1778,55
,1779,59
,1780,55
,1781,55
,1782,21
,1783,30
,1784,31
,1785,19
,1786,23
,1787,19
,1788,72
,1789,31
,1790,19
,1791,23
,1792,31
,1793,31
,1794,31
,1795,22
,1796,31
,1797,31
,1798,31
,1799,23
,1800,30
,1801,19
,1802,23
,1803,30
,1804,19
,1805,19
,1806,28
,1807,28
,1808,30
,1809,30
,1810,28
,1811,19
,1812,23
,1813,30
,1814,20
,1815,24
,1816,20
,1817,24
,1818,31
,1819,31
,1820,31
,1821,30
,1822,28
,1823,28
,1824,28
,1825,28
,1826,28
,1827,23
,1828,31
,1829,28
,1830,30
,1831,31
,1832,19
,1833,23
,1834,28
,1835,28
,1836,19
,1837,23
,1838,28
,1839,31
,1840,28
,1841,31
,1842,31
,1843,31
,1844,31
,1845,31
,1846,23
,1847,19
,1848,31
,1849,28
,1850,19
,1851,23
,1852,31
,1853,28
,1854,31
,1855,30
,1856,19
,1857,20
,1858,23
,1859,24
,1860,31
,1861,31
,1862,31
,1863,31
,1864,31
,1865,20
,1866,24
,1867,31
,1868,31
,1869,19
,1870,19
,1871,30
,1872,31
,1873,23
,1874,28
,1875,31
,1876,19
,1877,20
,1878,23
,1879,24
,1880,19
,1881,20
,1882,23
,1883,24
,1884,31
,1885,31
,1886,31
,1887,19
,1888,31
,1889,21
,1890,21
,1891,22
,1892,19
,1893,19
,1894,21
,1895,21
,1896,43
,1897,30
,1898,30
,1899,30
,1900,30
,1901,30
,1902,30
,1903,30
,1904,30
,1905,30
,1906,30
,1907,30
,1908,30
,1909,30
,1910,30
,1911,30
,1912,30
,1913,30
,1914,30
,1915,30
,1916,30
,1917,30
,1918,30
,1919,30
,1920,30
,1921,30
,1922,30
,1923,30
,1924,30
,1925,30
,1926,30
,1927,31
,1928,23
,1929,31
,1930,31
,1931,30
,1932,19
,1933,23
,1934,31
,1935,31
,1936,31
,1937,30
,1938,31
,1939,28
,1940,19
,1941,23
,1942,19
,1943,23
,1944,19
,1945,23
,1946,19
,1947,30
,1948,31
,1949,31
,1950,31
,1951,31
,1952,30
,1953,19
,1954,23
,1955,4
,1956,4
,1957,4
,1958,4
,1959,19
,1960,23
,1961,21
,1962,19
,1963,30
,1964,31
,1965,20
,1966,30
,1967,31
,1968,30
,1969,20
,1970,20
,1971,20
,1972,23
,1973,19
,1974,23
,1975,63
,1976,63
,1977,63
,1978,63
,1979,63
,1980,63
,1981,31
,1982,31
,1983,19
,1984,23
,1985,19
,1986,23
,1987,30
,1988,22
,1989,31
,1990,31
,1991,31
,1992,28
,1993,31
,1994,31
,1995,31
,1996,31
,1997,31
,1998,31
,1999,31
,2000,31
,2001,31
,2002,31
,2003,31
,2004,31
,2005,31
,2006,31
,2007,31
,2008,31
,2009,31
,2010,31
,2011,31
,2012,31
,2013,31
,2014,31
,2015,31
,2016,31
,2017,31
,2018,31
,2019,31
,2020,31
,2021,31
,2022,31
,2023,31
,2024,31
,2025,31
,2026,31
,2027,31
,2028,31
,2029,31
,2030,31
,2031,19
,2032,23
,2033,31
,2034,31
,2035,20
,2036,24
,2037,31
,2038,31
,2039,30
,2040,19
,2041,23
,2042,31
,2043,31
,2044,31
,2045,31
,2046,31
,2047,30
,2048,31
,2049,19
,2050,20
,2051,31
,2052,77
,2053,77
,2054,30
,2055,28
,2056,19
,2057,23
,2058,30
,2059,20
,2060,31
,2061,30
,2062,23
,2063,19
,2064,21
,2065,27
,2066,31
,2067,19
,2068,30
,2069,31
,2070,30
,2071,28
,2072,19
,2073,23
,2074,21
,2075,31
,2076,59
,2077,55
,2078,55
,2079,55
,2080,55
,2081,58
,2082,55
,2083,55
,2084,55
,2085,56
,2086,55
,2087,55
,2088,58
,2089,55
,2090,55
,2091,58
,2092,56
,2093,55
,2094,55
,2095,56
,2096,56
,2097,55
,2098,56
,2099,55
,2100,55
,2101,56
,2102,55
,2103,55
,2104,55
,2105,56
,2106,55
,2107,59
,2108,55
,2109,55
,2110,57
,2111,55
,2112,56
,2113,56
,2114,58
,2115,55
,2116,58
,2117,55
,2118,58
,2119,58
,2120,55
,2121,55
,2122,58
,2123,55
,2124,55
,2125,55
,2126,55
,2127,55
,2128,56
,2129,55
,2130,55
,2131,55
,2132,55
,2133,55
,2134,55
,2135,40
,2136,38
,2137,37
,2138,55
,2139,55
,2140,55
,2141,58
,2142,59
,2143,58
,2144,55
,2145,55
,2146,58
,2147,56
,2148,59
,2149,59
,2150,59
,2151,59
,2152,55
,2153,58
,2154,58
,2155,55
,2156,58
,2157,56
,2158,58
,2159,58
,2160,56
,2161,58
,2162,59
,2163,55
,2164,58
,2165,59
,2166,58
,2167,59
,2168,56
,2169,56
,2170,56
,2171,59
,2172,56
,2173,56
,2174,55
,2175,55
,2176,55
,2177,55
,2178,55
,2179,55
,2180,58
,2181,55
,2182,55
,2183,58
,2184,55
,2185,56
,2186,58
,2187,55
,2188,56
,2189,59
,2190,55
,2191,58
,2192,58
,2193,58
,2194,55
,2195,55
,2196,55
,2197,59
,2198,55
,2199,58
,2200,55
,2201,55
,2202,58
,2203,55
,2204,58
,2205,58
,2206,55
,2207,58
,2208,58
,2209,58
,2210,55
,2211,58
,2212,58
,2213,58
,2214,55
,2215,55
,2216,55
,2217,58
,2218,75
,2219,75
,2220,75
,2221,75
,2222,55
,2223,55
,2224,55
,2225,55
,2226,58
,2227,58
,2228,59
,2229,58
,2230,58
,2231,58
,2232,58
,2233,58
,2234,58
,2235,49
,2236,54
,2237,55
,2238,23
,2239,56
,2240,55
,2241,55
,2242,57
,2243,55
,2244,55
,2245,19
,2246,23
,2247,19
,2248,19
,2249,19
,2250,19
,2251,23
,2252,30
,2253,19
,2254,23
,2255,28
,2256,28
,2257,28
,2258,28
,2259,28
,2260,28
,2261,31
,2262,30
,2263,28
,2264,31
,2265,31
,2266,31
,2267,19
,2268,20
,2269,30
,2270,23
,2271,24
,2272,31
,2273,19
,2274,23
,2275,31
,2276,31
,2277,31
,2278,29
,2279,28
,2280,30
,2281,19
,2282,31
,2283,30
,2284,19
,2285,20
,2286,23
,2287,24
,2288,28
,2289,20
,2290,24
,2291,20
,2292,24
,2293,28
,2294,19
,2295,20
,2296,23
,2297,24
,2298,31
,2299,30
,2300,20
,2301,31
,2302,23
,2303,19
,2304,22
,2305,19
,2306,31
,2307,19
,2308,30
,2309,23
,2310,31
,2311,31
,2312,31
,2313,28
,2314,19
,2315,23
,2316,28
,2317,31
,2318,28
,2319,28
,2320,31
,2321,28
,2322,19
,2323,20
,2324,23
,2325,20
,2326,30
,2327,20
,2328,24
,2329,19
,2330,30
,2331,20
,2332,30
,2333,30
,2334,31
,2335,31
,2336,31
,2337,31
,2338,31
,2339,21
,2340,19
,2341,30
,2342,23
,2343,30
,2344,28
,2345,19
,2346,23
,2347,31
,2348,23
,2349,30
,2350,23
,2351,19
,2352,23
,2353,21
,2354,30
,2355,19
,2356,23
,2357,19
,2358,23
,2359,57
,2360,57
,2361,31
,2362,31
,2363,31
,2364,31
,2365,31
,2366,31
,2367,31
,2368,31
,2369,22
,2370,31
,2371,31
,2372,31
,2373,31
,2374,31
,2375,30
,2376,30
,2377,31
,2378,31
,2379,31
,2380,31
,2381,31
,2382,31
,2383,31
,2384,31
,2385,31
,2386,31
,2387,31
,2388,31
,2389,19
,2390,31
,2391,30
,2392,31
,2393,30
,2394,31
,2395,31
,2396,31
,2397,31
,2398,30
,2399,31
,2400,29
,2401,31
,2402,30
,2403,31
,2404,31
,2405,31
,2406,30
,2407,30
,2408,31
,2409,75
,2410,75
,2411,75
,2412,75
,2413,75
,2414,76
,2415,30
,2416,30
,2417,30
,2418,31
,2419,18
,2420,30
,2421,31
,2422,30
,2423,20
,2424,23
,2425,24
,2426,28
,2427,20
,2428,31
,2429,28
,2430,20
,2431,24
,2432,21
,2433,31
,2434,31
,2435,31
,2436,23
,2437,19
,2438,31
,2439,30
,2440,31
,2441,23
,2442,23
,2443,19
,2444,31
,2445,30
,2446,19
,2447,23
,2448,28
,2449,19
,2450,23
,2451,31
,2452,31
,2453,31
,2454,31
,2455,31
,2456,30
,2457,57
,2458,55
,2459,55
,2460,55
,2461,55
,2462,40
,2463,40
,2464,31
,2465,55
,2466,55
,2467,55
,2468,55
,2469,59
,2470,55
,2471,56
,2472,56
,2473,56
,2474,60
,2475,55
,2476,56
,2477,55
,2478,56
,2479,55
,2480,55
,2481,56
,2482,58
,2483,58
,2484,55
,2485,58
,2486,56
,2487,58
,2488,58
,2489,55
,2490,58
,2491,56
,2492,58
,2493,60
,2494,55
